Full Association Rules (all consequents)
                                                                                                  antecedents                                                                                              consequents   support  confidence      lift
900                                                    (density_density_low, fixed acidity_fixed acidity_low)                                                                                   (alcohol_alcohol_high)  0.119450    0.602524  1.726587
901                                                               (density_density_low, alcohol_alcohol_high)                                                                        (fixed acidity_fixed acidity_low)  0.119450    0.553623  1.670271
902                                                   (fixed acidity_fixed acidity_low, alcohol_alcohol_high)                                                                                    (density_density_low)  0.119450    0.884259  2.662769
903                                                                                     (density_density_low)                                                  (fixed acidity_fixed acidity_low, alcohol_alcohol_high)  0.119450    0.359699  2.662769
904                                                                         (fixed acidity_fixed acidity_low)                                                              (density_density_low, alcohol_alcohol_high)  0.119450    0.360377  1.670271
905                                                                                    (alcohol_alcohol_high)                                                   (density_density_low, fixed acidity_fixed acidity_low)  0.119450    0.342294  1.726587
906                                                   (fixed acidity_fixed acidity_low, alcohol_alcohol_high)                                                                                             (pH_pH_high)  0.105066    0.777778  2.232795
907                                                             (fixed acidity_fixed acidity_low, pH_pH_high)                                                                                   (alcohol_alcohol_high)  0.105066    0.450402  1.290669
908                                                                        (alcohol_alcohol_high, pH_pH_high)                                                                        (fixed acidity_fixed acidity_low)  0.105066    0.727273  2.194168
909                                                                         (fixed acidity_fixed acidity_low)                                                                       (alcohol_alcohol_high, pH_pH_high)  0.105066    0.316981  2.194168
910                                                                                    (alcohol_alcohol_high)                                                            (fixed acidity_fixed acidity_low, pH_pH_high)  0.105066    0.301075  1.290669
911                                                                                              (pH_pH_high)                                                  (fixed acidity_fixed acidity_low, alcohol_alcohol_high)  0.105066    0.301616  2.232795
912                                                             (fixed acidity_fixed acidity_low, pH_pH_high)                                                                                              (quality_6)  0.105066    0.450402  1.128829
913                                                              (fixed acidity_fixed acidity_low, quality_6)                                                                                             (pH_pH_high)  0.105066    0.756757  2.172449
914                                                                                   (pH_pH_high, quality_6)                                                                        (fixed acidity_fixed acidity_low)  0.105066    0.705882  2.129634
915                                                                         (fixed acidity_fixed acidity_low)                                                                                  (pH_pH_high, quality_6)  0.105066    0.316981  2.129634
916                                                                                              (pH_pH_high)                                                             (fixed acidity_fixed acidity_low, quality_6)  0.105066    0.301616  2.172449
917                                     (volatile acidity_volatile acidity_high, citric acid_citric acid_low)                                                                                             (pH_pH_high)  0.130707    0.641104  1.840441
918                                                      (volatile acidity_volatile acidity_high, pH_pH_high)                                                                            (citric acid_citric acid_low)  0.130707    0.829365  2.555211
919                                                                 (citric acid_citric acid_low, pH_pH_high)                                                                 (volatile acidity_volatile acidity_high)  0.130707    0.663492  1.925452
920                                                                  (volatile acidity_volatile acidity_high)                                                                (citric acid_citric acid_low, pH_pH_high)  0.130707    0.379310  1.925452
921                                                                             (citric acid_citric acid_low)                                                     (volatile acidity_volatile acidity_high, pH_pH_high)  0.130707    0.402697  2.555211
922                                                                                              (pH_pH_high)                                    (volatile acidity_volatile acidity_high, citric acid_citric acid_low)  0.130707    0.375224  1.840441
923                                     (volatile acidity_volatile acidity_high, citric acid_citric acid_low)                                                                                              (quality_5)  0.103815    0.509202  1.195616
924                                                       (volatile acidity_volatile acidity_high, quality_5)                                                                            (citric acid_citric acid_low)  0.103815    0.522013  1.608282
925                                                                  (citric acid_citric acid_low, quality_5)                                                                 (volatile acidity_volatile acidity_high)  0.103815    0.700422  2.032622
926                                                                  (volatile acidity_volatile acidity_high)                                                                 (citric acid_citric acid_low, quality_5)  0.103815    0.301270  2.032622
927                                                                             (citric acid_citric acid_low)                                                      (volatile acidity_volatile acidity_high, quality_5)  0.103815    0.319846  1.608282
928                                         (volatile acidity_volatile acidity_high, sulphates_sulphates_low)                                                                                              (quality_5)  0.104440    0.695833  1.633829
929                                                       (volatile acidity_volatile acidity_high, quality_5)                                                                                (sulphates_sulphates_low)  0.104440    0.525157  1.749430
930                                                                      (sulphates_sulphates_low, quality_5)                                                                 (volatile acidity_volatile acidity_high)  0.104440    0.571918  1.659703
931                                                                  (volatile acidity_volatile acidity_high)                                                                     (sulphates_sulphates_low, quality_5)  0.104440    0.303085  1.659703
932                                                                                 (sulphates_sulphates_low)                                                      (volatile acidity_volatile acidity_high, quality_5)  0.104440    0.347917  1.749430
933                                     (volatile acidity_volatile acidity_low, citric acid_citric acid_high)                                                          (total sulfur dioxide_total sulfur dioxide_low)  0.101939    0.468391  1.468543
934                    (volatile acidity_volatile acidity_low, total sulfur dioxide_total sulfur dioxide_low)                                                                           (citric acid_citric acid_high)  0.101939    0.827411  2.482234
935                             (citric acid_citric acid_high, total sulfur dioxide_total sulfur dioxide_low)                                                                  (volatile acidity_volatile acidity_low)  0.101939    0.687764  2.147918
936                                                                   (volatile acidity_volatile acidity_low)                            (citric acid_citric acid_high, total sulfur dioxide_total sulfur dioxide_low)  0.101939    0.318359  2.147918
937                                                                            (citric acid_citric acid_high)                   (volatile acidity_volatile acidity_low, total sulfur dioxide_total sulfur dioxide_low)  0.101939    0.305816  2.482234
938                                                           (total sulfur dioxide_total sulfur dioxide_low)                                    (volatile acidity_volatile acidity_low, citric acid_citric acid_high)  0.101939    0.319608  1.468543
939                                                        (volatile acidity_volatile acidity_low, pH_pH_low)                                                                           (citric acid_citric acid_high)  0.113821    0.838710  2.516129
940                                     (volatile acidity_volatile acidity_low, citric acid_citric acid_high)                                                                                              (pH_pH_low)  0.113821    0.522989  1.595913
941                                                                 (pH_pH_low, citric acid_citric acid_high)                                                                  (volatile acidity_volatile acidity_low)  0.113821    0.588997  1.839465
942                                                                   (volatile acidity_volatile acidity_low)                                                                (pH_pH_low, citric acid_citric acid_high)  0.113821    0.355469  1.839465
943                                                                                               (pH_pH_low)                                    (volatile acidity_volatile acidity_low, citric acid_citric acid_high)  0.113821    0.347328  1.595913
944                                                                            (citric acid_citric acid_high)                                                       (volatile acidity_volatile acidity_low, pH_pH_low)  0.113821    0.341463  2.516129
945                                     (volatile acidity_volatile acidity_low, citric acid_citric acid_high)                                                                               (sulphates_sulphates_high)  0.126329    0.580460  1.666347
946                                         (volatile acidity_volatile acidity_low, sulphates_sulphates_high)                                                                           (citric acid_citric acid_high)  0.126329    0.750929  2.252788
947                                                  (citric acid_citric acid_high, sulphates_sulphates_high)                                                                  (volatile acidity_volatile acidity_low)  0.126329    0.698962  2.182891
948                                                                   (volatile acidity_volatile acidity_low)                                                 (citric acid_citric acid_high, sulphates_sulphates_high)  0.126329    0.394531  2.182891
949                                                                            (citric acid_citric acid_high)                                        (volatile acidity_volatile acidity_low, sulphates_sulphates_high)  0.126329    0.378987  2.252788
950                                                                                (sulphates_sulphates_high)                                    (volatile acidity_volatile acidity_low, citric acid_citric acid_high)  0.126329    0.362657  1.666347
951                                             (volatile acidity_volatile acidity_low, alcohol_alcohol_high)                                                                           (citric acid_citric acid_high)  0.116323    0.720930  2.162791
952                                     (volatile acidity_volatile acidity_low, citric acid_citric acid_high)                                                                                   (alcohol_alcohol_high)  0.116323    0.534483  1.531609
953                                                      (alcohol_alcohol_high, citric acid_citric acid_high)                                                                  (volatile acidity_volatile acidity_low)  0.116323    0.741036  2.314290
954                                                                   (volatile acidity_volatile acidity_low)                                                     (alcohol_alcohol_high, citric acid_citric acid_high)  0.116323    0.363281  2.314290
955                                                                                    (alcohol_alcohol_high)                                    (volatile acidity_volatile acidity_low, citric acid_citric acid_high)  0.116323    0.333333  1.531609
956                                                                            (citric acid_citric acid_high)                                            (volatile acidity_volatile acidity_low, alcohol_alcohol_high)  0.116323    0.348968  2.162791
957                    (volatile acidity_volatile acidity_low, total sulfur dioxide_total sulfur dioxide_low)                                                            (free sulfur dioxide_free sulfur dioxide_low)  0.101313    0.822335  2.499836
958                      (volatile acidity_volatile acidity_low, free sulfur dioxide_free sulfur dioxide_low)                                                          (total sulfur dioxide_total sulfur dioxide_low)  0.101313    0.839378  2.631698
959              (free sulfur dioxide_free sulfur dioxide_low, total sulfur dioxide_total sulfur dioxide_low)                                                                  (volatile acidity_volatile acidity_low)  0.101313    0.399015  1.246142
960                                                                   (volatile acidity_volatile acidity_low)             (free sulfur dioxide_free sulfur dioxide_low, total sulfur dioxide_total sulfur dioxide_low)  0.101313    0.316406  1.246142
961                                                           (total sulfur dioxide_total sulfur dioxide_low)                     (volatile acidity_volatile acidity_low, free sulfur dioxide_free sulfur dioxide_low)  0.101313    0.317647  2.631698
962                                                             (free sulfur dioxide_free sulfur dioxide_low)                   (volatile acidity_volatile acidity_low, total sulfur dioxide_total sulfur dioxide_low)  0.101313    0.307985  2.499836
963                                              (density_density_low, volatile acidity_volatile acidity_low)                                                                                   (alcohol_alcohol_high)  0.100688    0.829897  2.378145
964                                                               (density_density_low, alcohol_alcohol_high)                                                                  (volatile acidity_volatile acidity_low)  0.100688    0.466667  1.457422
965                                             (volatile acidity_volatile acidity_low, alcohol_alcohol_high)                                                                                    (density_density_low)  0.100688    0.624031  1.879144
966                                                                                     (density_density_low)                                            (volatile acidity_volatile acidity_low, alcohol_alcohol_high)  0.100688    0.303202  1.879144
967                                                                   (volatile acidity_volatile acidity_low)                                                              (density_density_low, alcohol_alcohol_high)  0.100688    0.314453  1.457422
968                             (citric acid_citric acid_high, total sulfur dioxide_total sulfur dioxide_low)                                                            (free sulfur dioxide_free sulfur dioxide_low)  0.121951    0.822785  2.501203
969                               (citric acid_citric acid_high, free sulfur dioxide_free sulfur dioxide_low)                                                          (total sulfur dioxide_total sulfur dioxide_low)  0.121951    0.840517  2.635269
970              (free sulfur dioxide_free sulfur dioxide_low, total sulfur dioxide_total sulfur dioxide_low)                                                                           (citric acid_citric acid_high)  0.121951    0.480296  1.440887
971                                                                            (citric acid_citric acid_high)             (free sulfur dioxide_free sulfur dioxide_low, total sulfur dioxide_total sulfur dioxide_low)  0.121951    0.365854  1.440887
972                                                           (total sulfur dioxide_total sulfur dioxide_low)                              (citric acid_citric acid_high, free sulfur dioxide_free sulfur dioxide_low)  0.121951    0.382353  2.635269
973                                                             (free sulfur dioxide_free sulfur dioxide_low)                            (citric acid_citric acid_high, total sulfur dioxide_total sulfur dioxide_low)  0.121951    0.370722  2.501203
974                                                                         (density_density_high, pH_pH_low)                                                                           (citric acid_citric acid_high)  0.116948    0.722008  2.166023
975                                                      (density_density_high, citric acid_citric acid_high)                                                                                              (pH_pH_low)  0.116948    0.684982  2.090240
976                                                                 (pH_pH_low, citric acid_citric acid_high)                                                                                   (density_density_high)  0.116948    0.605178  1.785387
977                                                                                    (density_density_high)                                                                (pH_pH_low, citric acid_citric acid_high)  0.116948    0.345018  1.785387
978                                                                                               (pH_pH_low)                                                     (density_density_high, citric acid_citric acid_high)  0.116948    0.356870  2.090240
979                                                                            (citric acid_citric acid_high)                                                                        (density_density_high, pH_pH_low)  0.116948    0.350844  2.166023
980                                                        (density_density_low, citric acid_citric acid_low)                                                                                             (pH_pH_high)  0.101313    0.637795  1.830942
981                                                                         (density_density_low, pH_pH_high)                                                                            (citric acid_citric acid_low)  0.101313    0.655870  2.020688
982                                                                 (citric acid_citric acid_low, pH_pH_high)                                                                                    (density_density_low)  0.101313    0.514286  1.548668
983                                                                                     (density_density_low)                                                                (citric acid_citric acid_low, pH_pH_high)  0.101313    0.305085  1.548668
984                                                                             (citric acid_citric acid_low)                                                                        (density_density_low, pH_pH_high)  0.101313    0.312139  2.020688
985                          (total sulfur dioxide_total sulfur dioxide_high, citric acid_citric acid_medium)                                                           (free sulfur dioxide_free sulfur dioxide_high)  0.114447    0.675277  1.949039
986            (total sulfur dioxide_total sulfur dioxide_high, free sulfur dioxide_free sulfur dioxide_high)                                                                         (citric acid_citric acid_medium)  0.114447    0.480315  1.404065
987                            (citric acid_citric acid_medium, free sulfur dioxide_free sulfur dioxide_high)                                                         (total sulfur dioxide_total sulfur dioxide_high)  0.114447    0.802632  2.398893
988                                                          (total sulfur dioxide_total sulfur dioxide_high)                           (citric acid_citric acid_medium, free sulfur dioxide_free sulfur dioxide_high)  0.114447    0.342056  2.398893
989                                                                          (citric acid_citric acid_medium)           (total sulfur dioxide_total sulfur dioxide_high, free sulfur dioxide_free sulfur dioxide_high)  0.114447    0.334552  1.404065
990                                                            (free sulfur dioxide_free sulfur dioxide_high)                         (total sulfur dioxide_total sulfur dioxide_high, citric acid_citric acid_medium)  0.114447    0.330325  1.949039
991                          (total sulfur dioxide_total sulfur dioxide_high, citric acid_citric acid_medium)                                                                                              (quality_5)  0.106942    0.630996  1.481590
992                                               (total sulfur dioxide_total sulfur dioxide_high, quality_5)                                                                         (citric acid_citric acid_medium)  0.106942    0.539432  1.576878
993                                                               (citric acid_citric acid_medium, quality_5)                                                         (total sulfur dioxide_total sulfur dioxide_high)  0.106942    0.615108  1.838425
994                                                          (total sulfur dioxide_total sulfur dioxide_high)                                                              (citric acid_citric acid_medium, quality_5)  0.106942    0.319626  1.838425
995                                                                          (citric acid_citric acid_medium)                                              (total sulfur dioxide_total sulfur dioxide_high, quality_5)  0.106942    0.312614  1.576878
996                                            (residual sugar_residual sugar_high, chlorides_chlorides_high)                                                                                   (density_density_high)  0.121326    0.680702  2.008196
997                                                (residual sugar_residual sugar_high, density_density_high)                                                                               (chlorides_chlorides_high)  0.121326    0.577381  1.663481
998                                                          (density_density_high, chlorides_chlorides_high)                                                                     (residual sugar_residual sugar_high)  0.121326    0.754864  1.995086
999                                                                      (residual sugar_residual sugar_high)                                                         (density_density_high, chlorides_chlorides_high)  0.121326    0.320661  1.995086
1000                                                                               (chlorides_chlorides_high)                                               (residual sugar_residual sugar_high, density_density_high)  0.121326    0.349550  1.663481
1001                                                                                   (density_density_high)                                           (residual sugar_residual sugar_high, chlorides_chlorides_high)  0.121326    0.357934  2.008196
1002                     (total sulfur dioxide_total sulfur dioxide_high, residual sugar_residual sugar_high)                                                           (free sulfur dioxide_free sulfur dioxide_high)  0.118199    0.787500  2.272947
1003           (total sulfur dioxide_total sulfur dioxide_high, free sulfur dioxide_free sulfur dioxide_high)                                                                     (residual sugar_residual sugar_high)  0.118199    0.496063  1.311082
1004                       (residual sugar_residual sugar_high, free sulfur dioxide_free sulfur dioxide_high)                                                         (total sulfur dioxide_total sulfur dioxide_high)  0.118199    0.800847  2.393561
1005                                                         (total sulfur dioxide_total sulfur dioxide_high)                       (residual sugar_residual sugar_high, free sulfur dioxide_free sulfur dioxide_high)  0.118199    0.353271  2.393561
1006                                                                     (residual sugar_residual sugar_high)           (total sulfur dioxide_total sulfur dioxide_high, free sulfur dioxide_free sulfur dioxide_high)  0.118199    0.312397  1.311082
1007                                                           (free sulfur dioxide_free sulfur dioxide_high)                     (total sulfur dioxide_total sulfur dioxide_high, residual sugar_residual sugar_high)  0.118199    0.341155  2.272947
1008                                               (density_density_high, residual sugar_residual sugar_high)                                                                                              (quality_5)  0.105691    0.502976  1.180997
1009                                                                        (density_density_high, quality_5)                                                                     (residual sugar_residual sugar_high)  0.105691    0.635338  1.679183
1010                                                          (residual sugar_residual sugar_high, quality_5)                                                                                   (density_density_high)  0.105691    0.665354  1.962918
1011                                                                                   (density_density_high)                                                          (residual sugar_residual sugar_high, quality_5)  0.105691    0.311808  1.962918
1012             (free sulfur dioxide_free sulfur dioxide_low, total sulfur dioxide_total sulfur dioxide_low)                                                                                (chlorides_chlorides_low)  0.102564    0.403941  1.251747
1013                                 (chlorides_chlorides_low, total sulfur dioxide_total sulfur dioxide_low)                                                            (free sulfur dioxide_free sulfur dioxide_low)  0.102564    0.792271  2.408442
1014                                   (chlorides_chlorides_low, free sulfur dioxide_free sulfur dioxide_low)                                                          (total sulfur dioxide_total sulfur dioxide_low)  0.102564    0.849741  2.664188
1015                                                          (total sulfur dioxide_total sulfur dioxide_low)                                   (chlorides_chlorides_low, free sulfur dioxide_free sulfur dioxide_low)  0.102564    0.321569  2.664188
1016                                                            (free sulfur dioxide_free sulfur dioxide_low)                                 (chlorides_chlorides_low, total sulfur dioxide_total sulfur dioxide_low)  0.102564    0.311787  2.408442
1017                                                                                (chlorides_chlorides_low)             (free sulfur dioxide_free sulfur dioxide_low, total sulfur dioxide_total sulfur dioxide_low)  0.102564    0.317829  1.251747
1018                                                              (density_density_low, alcohol_alcohol_high)                                                                                (chlorides_chlorides_low)  0.144465    0.669565  2.074874
1019                                                           (density_density_low, chlorides_chlorides_low)                                                                                   (alcohol_alcohol_high)  0.144465    0.775168  2.221314
1020                                                          (alcohol_alcohol_high, chlorides_chlorides_low)                                                                                    (density_density_low)  0.144465    0.816254  2.457986
1021                                                                                    (density_density_low)                                                          (alcohol_alcohol_high, chlorides_chlorides_low)  0.144465    0.435028  2.457986
1022                                                                                   (alcohol_alcohol_high)                                                           (density_density_low, chlorides_chlorides_low)  0.144465    0.413978  2.221314
1023                                                                                (chlorides_chlorides_low)                                                              (density_density_low, alcohol_alcohol_high)  0.144465    0.447674  2.074874
1024           (total sulfur dioxide_total sulfur dioxide_high, free sulfur dioxide_free sulfur dioxide_high)                                                                                              (quality_5)  0.135710    0.569554  1.337322
1025                                              (total sulfur dioxide_total sulfur dioxide_high, quality_5)                                                           (free sulfur dioxide_free sulfur dioxide_high)  0.135710    0.684543  1.975783
1026                                                (quality_5, free sulfur dioxide_free sulfur dioxide_high)                                                         (total sulfur dioxide_total sulfur dioxide_high)  0.135710    0.821970  2.456691
1027                                                         (total sulfur dioxide_total sulfur dioxide_high)                                                (quality_5, free sulfur dioxide_free sulfur dioxide_high)  0.135710    0.405607  2.456691
1028                                                           (free sulfur dioxide_free sulfur dioxide_high)                                              (total sulfur dioxide_total sulfur dioxide_high, quality_5)  0.135710    0.391697  1.975783
1029                                                                                              (quality_5)           (total sulfur dioxide_total sulfur dioxide_high, free sulfur dioxide_free sulfur dioxide_high)  0.135710    0.318649  1.337322
1030                                    (alcohol_alcohol_high, total sulfur dioxide_total sulfur dioxide_low)                                                            (free sulfur dioxide_free sulfur dioxide_low)  0.115697    0.758197  2.304860
1031                                      (alcohol_alcohol_high, free sulfur dioxide_free sulfur dioxide_low)                                                          (total sulfur dioxide_total sulfur dioxide_low)  0.115697    0.872642  2.735988
1032             (free sulfur dioxide_free sulfur dioxide_low, total sulfur dioxide_total sulfur dioxide_low)                                                                                   (alcohol_alcohol_high)  0.115697    0.455665  1.305750
1033                                                                                   (alcohol_alcohol_high)             (free sulfur dioxide_free sulfur dioxide_low, total sulfur dioxide_total sulfur dioxide_low)  0.115697    0.331541  1.305750
1034                                                          (total sulfur dioxide_total sulfur dioxide_low)                                      (alcohol_alcohol_high, free sulfur dioxide_free sulfur dioxide_low)  0.115697    0.362745  2.735988
1035                                                            (free sulfur dioxide_free sulfur dioxide_low)                                    (alcohol_alcohol_high, total sulfur dioxide_total sulfur dioxide_low)  0.115697    0.351711  2.304860
1036             (free sulfur dioxide_free sulfur dioxide_low, total sulfur dioxide_total sulfur dioxide_low)                                                                                              (quality_6)  0.100688    0.396552  0.993866
1037                                               (total sulfur dioxide_total sulfur dioxide_low, quality_6)                                                            (free sulfur dioxide_free sulfur dioxide_low)  0.100688    0.785366  2.387452
1038                                                 (free sulfur dioxide_free sulfur dioxide_low, quality_6)                                                          (total sulfur dioxide_total sulfur dioxide_low)  0.100688    0.774038  2.426838
1039                                                          (total sulfur dioxide_total sulfur dioxide_low)                                                 (free sulfur dioxide_free sulfur dioxide_low, quality_6)  0.100688    0.315686  2.426838
1040                                                            (free sulfur dioxide_free sulfur dioxide_low)                                               (total sulfur dioxide_total sulfur dioxide_low, quality_6)  0.100688    0.306084  2.387452
1041                                    (total sulfur dioxide_total sulfur dioxide_high, alcohol_alcohol_low)                                                                                              (quality_5)  0.110694    0.776316  1.822803
1042                                              (total sulfur dioxide_total sulfur dioxide_high, quality_5)                                                                                    (alcohol_alcohol_low)  0.110694    0.558360  1.792805
1043                                                                         (alcohol_alcohol_low, quality_5)                                                         (total sulfur dioxide_total sulfur dioxide_high)  0.110694    0.525223  1.569777
1044                                                         (total sulfur dioxide_total sulfur dioxide_high)                                                                         (alcohol_alcohol_low, quality_5)  0.110694    0.330841  1.569777
1045                                                                                    (alcohol_alcohol_low)                                              (total sulfur dioxide_total sulfur dioxide_high, quality_5)  0.110694    0.355422  1.792805
1046                                                              (density_density_low, alcohol_alcohol_high)                                                                                             (pH_pH_high)  0.111320    0.515942  1.481133
1047                                                                        (density_density_low, pH_pH_high)                                                                                   (alcohol_alcohol_high)  0.111320    0.720648  2.065082
1048                                                                       (alcohol_alcohol_high, pH_pH_high)                                                                                    (density_density_low)  0.111320    0.770563  2.320395
1049                                                                                    (density_density_low)                                                                       (alcohol_alcohol_high, pH_pH_high)  0.111320    0.335217  2.320395
1050                                                                                   (alcohol_alcohol_high)                                                                        (density_density_low, pH_pH_high)  0.111320    0.318996  2.065082
1051                                                                                             (pH_pH_high)                                                              (density_density_low, alcohol_alcohol_high)  0.111320    0.319569  1.481133
1052                                                              (density_density_low, alcohol_alcohol_high)                                                                                              (quality_6)  0.111320    0.515942  1.293090
1053                                                                         (density_density_low, quality_6)                                                                                   (alcohol_alcohol_high)  0.111320    0.720648  2.065082
1054                                                                        (alcohol_alcohol_high, quality_6)                                                                                    (density_density_low)  0.111320    0.644928  1.942070
1055                                                                                    (density_density_low)                                                                        (alcohol_alcohol_high, quality_6)  0.111320    0.335217  1.942070
1056                                                                                   (alcohol_alcohol_high)                                                                         (density_density_low, quality_6)  0.111320    0.318996  2.065082
1057                                                           (sulphates_sulphates_low, alcohol_alcohol_low)                                                                                              (quality_5)  0.101313    0.801980  1.883064
1058                                                                     (sulphates_sulphates_low, quality_5)                                                                                    (alcohol_alcohol_low)  0.101313    0.554795  1.781358
1059                                                                         (alcohol_alcohol_low, quality_5)                                                                                (sulphates_sulphates_low)  0.101313    0.480712  1.601372
1060                                                                                (sulphates_sulphates_low)                                                                         (alcohol_alcohol_low, quality_5)  0.101313    0.337500  1.601372
1061                                                                                    (alcohol_alcohol_low)                                                                     (sulphates_sulphates_low, quality_5)  0.101313    0.325301  1.781358
1062                     (fixed acidity_fixed acidity_high, volatile acidity_volatile acidity_low, pH_pH_low)                                                                           (citric acid_citric acid_high)  0.101939    0.936782  2.810345
1063  (fixed acidity_fixed acidity_high, volatile acidity_volatile acidity_low, citric acid_citric acid_high)                                                                                              (pH_pH_low)  0.101939    0.708696  2.162604
1064                              (fixed acidity_fixed acidity_high, pH_pH_low, citric acid_citric acid_high)                                                                  (volatile acidity_volatile acidity_low)  0.101939    0.605948  1.892404
1065                         (volatile acidity_volatile acidity_low, pH_pH_low, citric acid_citric acid_high)                                                                       (fixed acidity_fixed acidity_high)  0.101939    0.895604  2.681782
1066                                (fixed acidity_fixed acidity_high, volatile acidity_volatile acidity_low)                                                                (pH_pH_low, citric acid_citric acid_high)  0.101939    0.644269  3.333935
1067                                                            (fixed acidity_fixed acidity_high, pH_pH_low)                                    (volatile acidity_volatile acidity_low, citric acid_citric acid_high)  0.101939    0.468391  2.152175
1068                                         (fixed acidity_fixed acidity_high, citric acid_citric acid_high)                                                       (volatile acidity_volatile acidity_low, pH_pH_low)  0.101939    0.432361  3.185921
1069                                                       (volatile acidity_volatile acidity_low, pH_pH_low)                                         (fixed acidity_fixed acidity_high, citric acid_citric acid_high)  0.101939    0.751152  3.185921
1070                                    (volatile acidity_volatile acidity_low, citric acid_citric acid_high)                                                            (fixed acidity_fixed acidity_high, pH_pH_low)  0.101939    0.468391  2.152175
1071                                                                (pH_pH_low, citric acid_citric acid_high)                                (fixed acidity_fixed acidity_high, volatile acidity_volatile acidity_low)  0.101939    0.527508  3.333935
1072                                                                       (fixed acidity_fixed acidity_high)                         (volatile acidity_volatile acidity_low, pH_pH_low, citric acid_citric acid_high)  0.101939    0.305243  2.681782
1073                                                                  (volatile acidity_volatile acidity_low)                              (fixed acidity_fixed acidity_high, pH_pH_low, citric acid_citric acid_high)  0.101939    0.318359  1.892404
1074                                                                                              (pH_pH_low)  (fixed acidity_fixed acidity_high, volatile acidity_volatile acidity_low, citric acid_citric acid_high)  0.101939    0.311069  2.162604
1075                                                                           (citric acid_citric acid_high)                     (fixed acidity_fixed acidity_high, volatile acidity_volatile acidity_low, pH_pH_low)  0.101939    0.305816  2.810345
1076                                      (fixed acidity_fixed acidity_high, density_density_high, pH_pH_low)                                                                           (citric acid_citric acid_high)  0.112570    0.772532  2.317597
1077                   (fixed acidity_fixed acidity_high, density_density_high, citric acid_citric acid_high)                                                                                              (pH_pH_low)  0.112570    0.728745  2.223785
1078                              (fixed acidity_fixed acidity_high, pH_pH_low, citric acid_citric acid_high)                                                                                   (density_density_high)  0.112570    0.669145  1.974101
1079                                          (density_density_high, pH_pH_low, citric acid_citric acid_high)                                                                       (fixed acidity_fixed acidity_high)  0.112570    0.962567  2.882293
1080                                                 (fixed acidity_fixed acidity_high, density_density_high)                                                                (pH_pH_low, citric acid_citric acid_high)  0.112570    0.502793  2.601833
1081                                                            (fixed acidity_fixed acidity_high, pH_pH_low)                                                     (density_density_high, citric acid_citric acid_high)  0.112570    0.517241  3.029557
1082                                         (fixed acidity_fixed acidity_high, citric acid_citric acid_high)                                                                        (density_density_high, pH_pH_low)  0.112570    0.477454  2.947677
